id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
33,0.01187,0.00702,0.00517,0.00696,0.01018,0.00493,0.01242,0.01388,0.02081,0.00906,0.01041,0.01407,0.00938,0.00797,0.01212,0.01122,0.00697,0.00996,0.01170,0.01207,0.01354,0.00363,0.00833,0.01191,0.00473,0.01685,0.01444,0.01114,0.00687,0.00897,0.01011,0.01429,0.00864,0.00291,0.00881,0.01046,0.02645,0.01108,0.00646,0.00447,0.01349,0.01111,0.02692,0.01867,0.00619,0.01498,0.00536,0.01188,0.00254,0.00847,0.01725,0.00886,0.01032,0.01228,0.00565,0.00854,0.00539,0.00546,0.00311,0.01177,0.02251,0.00683,0.01600,0.02126,0.01474,0.00815,0.00724,0.00388,0.01276,0.00663,0.00934,0.00619,0.00811,0.00731,0.00710,0.02143,0.00673,0.00962,0.01153,0.00470,0.01188,0.01709,0.01212,0.00575,0.00895,0.00291,0.01013,0.00930,0.00678,0.01409,0.00731,0.00651,0.00955,0.00511,0.00552,0.00753,0.01612,0.00395,0.00684
36,0.00893,0.03462,0.00198,0.00036,0.07480,0.00036,0.00440,0.01366,0.00194,0.00318,0.00138,0.00435,0.01190,0.00120,0.00039,0.01317,0.00159,0.00637,0.00112,0.00107,0.00132,0.00198,0.00277,0.00069,0.00064,0.00187,0.02018,0.01460,0.00494,0.00100,0.01051,0.00398,0.00135,0.00373,0.00291,0.12802,0.00820,0.00571,0.00244,0.00069,0.01517,0.00157,0.00281,0.00147,0.00421,0.00022,0.00304,0.00025,0.07808,0.01419,0.02094,0.00650,0.00174,0.02300,0.00962,0.00246,0.00065,0.00262,0.00112,0.00075,0.00615,0.00564,0.05408,0.00024,0.00012,0.02546,0.00289,0.00021,0.00102,0.00920,0.02775,0.00010,0.00719,0.00046,0.00275,0.10452,0.04548,0.00042,0.00162,0.00144,0.00004,0.00514,0.00318,0.00083,0.00085,0.00194,0.00495,0.00312,0.00127,0.01114,0.02529,0.00074,0.00041,0.00521,0.01642,0.00964,0.01655,0.00116,0.00070
39,0.01848,0.03337,0.00450,0.00390,0.01543,0.00585,0.00322,0.02003,0.00332,0.01638,0.02098,0.02013,0.00697,0.00730,0.01038,0.01439,0.00487,0.01280,0.01870,0.00343,0.01314,0.00333,0.01653,0.00402,0.00259,0.00820,0.00759,0.01554,0.00875,0.00703,0.00607,0.00978,0.00174,0.00419,0.00365,0.01926,0.00431,0.01351,0.00591,0.02214,0.01366,0.00289,0.00533,0.00475,0.01017,0.00251,0.01488,0.00651,0.02595,0.01585,0.00531,0.02180,0.00554,0.00833,0.00732,0.00432,0.00230,0.01305,0.00174,0.00124,0.00744,0.00951,0.01731,0.01878,0.00174,0.07273,0.00571,0.01670,0.00128,0.00223,0.00427,0.00299,0.00774,0.00383,0.00598,0.00992,0.01220,0.00286,0.00186,0.00486,0.00120,0.00784,0.00867,0.01053,0.00398,0.00242,0.00965,0.00582,0.00944,0.04468,0.01273,0.00343,0.00383,0.00508,0.03072,0.01432,0.00456,0.00189,0.01411
41,0.00958,0.02992,0.00850,0.00368,0.02042,0.00285,0.01527,0.00475,0.00354,0.00508,0.00472,0.01184,0.01597,0.00782,0.00292,0.00722,0.00732,0.00345,0.00792,0.03497,0.00217,0.00638,0.00501,0.00489,0.00410,0.00573,0.00811,0.01378,0.00917,0.00388,0.00718,0.04321,0.00828,0.00600,0.00491,0.01318,0.02956,0.02166,0.00981,0.00258,0.02411,0.00296,0.00474,0.01914,0.02324,0.00377,0.01619,0.00915,0.01163,0.00781,0.02015,0.01724,0.01015,0.03470,0.02052,0.00406,0.00747,0.01351,0.00521,0.00379,0.00777,0.00686,0.02357,0.00861,0.00238,0.00840,0.00895,0.00683,0.00656,0.00977,0.00979,0.00254,0.00519,0.00377,0.00968,0.01487,0.01229,0.00357,0.00665,0.00528,0.00233,0.00872,0.01107,0.01910,0.00545,0.00491,0.00917,0.00311,0.01007,0.00711,0.00625,0.00446,0.00328,0.00550,0.01037,0.01549,0.02129,0.00468,0.00747
44,0.00404,0.01348,0.00110,0.00212,0.00389,0.00119,0.01080,0.01127,0.00559,0.01472,0.00160,0.00353,0.00598,0.00770,0.00339,0.06660,0.00369,0.00159,0.00552,0.01263,0.00648,0.00670,0.01116,0.01003,0.00200,0.00437,0.00335,0.00826,0.00207,0.00570,0.00412,0.00512,0.00563,0.00398,0.01079,0.00545,0.02356,0.01535,0.01089,0.00282,0.01381,0.00813,0.00681,0.02731,0.02035,0.00400,0.00516,0.00334,0.01215,0.00427,0.02582,0.02198,0.00724,0.05500,0.00601,0.00590,0.00562,0.00742,0.00314,0.00501,0.09205,0.00884,0.00402,0.01597,0.00166,0.01322,0.00750,0.00859,0.00696,0.00246,0.04483,0.00443,0.00198,0.00479,0.00809,0.00842,0.00838,0.00592,0.02398,0.00341,0.00410,0.00417,0.00729,0.00352,0.01367,0.00147,0.00610,0.01499,0.00158,0.00581,0.01022,0.00240,0.00915,0.00476,0.01345,0.01737,0.01856,0.00388,0.00527
46,0.01984,0.02730,0.00402,0.00336,0.01944,0.00882,0.00958,0.01039,0.00659,0.01375,0.00854,0.00555,0.00944,0.00479,0.00349,0.03689,0.00171,0.02075,0.00541,0.00514,0.00582,0.00720,0.00759,0.00360,0.00721,0.00860,0.00618,0.00859,0.00320,0.00525,0.02085,0.01150,0.00262,0.00464,0.00535,0.01840,0.01932,0.03413,0.00136,0.00390,0.01459,0.00607,0.00405,0.01035,0.02514,0.00330,0.01633,0.00395,0.01162,0.01033,0.02973,0.01895,0.00354,0.03440,0.01590,0.00466,0.00314,0.00678,0.00193,0.00297,0.01449,0.00845,0.00978,0.00625,0.00351,0.02583,0.00388,0.00187,0.00587,0.00783,0.02760,0.00091,0.00356,0.00358,0.00616,0.03697,0.01899,0.00206,0.00455,0.00440,0.00147,0.01537,0.00469,0.01039,0.00392,0.00217,0.01413,0.00812,0.00524,0.01300,0.01468,0.00462,0.00308,0.00885,0.02187,0.01015,0.01280,0.00450,0.00655
47,0.01677,0.01318,0.00370,0.00478,0.02304,0.00384,0.00850,0.00784,0.01481,0.02378,0.00659,0.01273,0.00514,0.01670,0.01694,0.01566,0.01294,0.00941,0.01054,0.01048,0.01111,0.00451,0.00762,0.00869,0.00303,0.02681,0.01887,0.00417,0.00740,0.00563,0.00264,0.00852,0.00571,0.00578,0.00425,0.02715,0.01718,0.01873,0.00882,0.00479,0.00494,0.00280,0.01125,0.02908,0.00377,0.00374,0.01056,0.00875,0.00498,0.01211,0.01246,0.01924,0.01070,0.01110,0.00546,0.01044,0.00608,0.00511,0.00208,0.00474,0.00864,0.00894,0.01617,0.01488,0.00421,0.00757,0.00814,0.00775,0.00977,0.00474,0.02396,0.00217,0.00357,0.01044,0.00886,0.00671,0.01268,0.00848,0.00861,0.00922,0.00319,0.02691,0.03059,0.00624,0.00330,0.00668,0.01000,0.00483,0.00800,0.00804,0.00598,0.01090,0.00585,0.00591,0.00304,0.01412,0.01205,0.00472,0.02591
51,0.01407,0.01370,0.00719,0.01095,0.00717,0.00567,0.01197,0.02134,0.01122,0.00849,0.00389,0.01542,0.01041,0.00762,0.00411,0.01426,0.01086,0.00530,0.00577,0.00866,0.01055,0.00550,0.01812,0.02510,0.00430,0.00922,0.01224,0.00895,0.01072,0.01636,0.00715,0.02144,0.00665,0.00369,0.00788,0.00531,0.01309,0.01051,0.00572,0.00437,0.01546,0.00454,0.01069,0.03686,0.00645,0.01611,0.00807,0.01292,0.00359,0.00184,0.01339,0.02095,0.00963,0.01584,0.00732,0.00460,0.00420,0.00578,0.00626,0.00517,0.01894,0.00997,0.02296,0.01762,0.00773,0.01252,0.01909,0.00862,0.00381,0.00637,0.01321,0.00299,0.00317,0.00607,0.00792,0.00933,0.01061,0.01049,0.00730,0.00693,0.00449,0.01351,0.00640,0.00570,0.01710,0.00286,0.01077,0.00642,0.00397,0.00513,0.00351,0.01168,0.01535,0.00264,0.00959,0.01361,0.03529,0.00747,0.00431
52,0.00370,0.01195,0.00208,0.00482,0.00938,0.00337,0.01264,0.00596,0.00305,0.00505,0.00270,0.00694,0.01111,0.00577,0.00446,0.04517,0.01316,0.00332,0.00939,0.00656,0.00290,0.00845,0.00998,0.00893,0.00379,0.00586,0.02775,0.01608,0.01382,0.00239,0.00499,0.01479,0.00437,0.00742,0.00841,0.01388,0.02093,0.01697,0.02312,0.00191,0.00761,0.00641,0.00521,0.02527,0.01058,0.00397,0.00691,0.00575,0.02295,0.00537,0.01377,0.01739,0.00573,0.05121,0.00611,0.00366,0.00376,0.00755,0.00344,0.00623,0.01595,0.01326,0.01937,0.01088,0.00156,0.00547,0.00917,0.00452,0.01383,0.00266,0.07736,0.00415,0.00202,0.00574,0.01435,0.00838,0.02183,0.00203,0.01415,0.00372,0.00546,0.00479,0.01613,0.00395,0.00597,0.00517,0.00674,0.00863,0.00220,0.00718,0.00561,0.00446,0.00580,0.00864,0.00763,0.01565,0.01980,0.00206,0.00750
53,0.03205,0.01692,0.00349,0.00250,0.00719,0.01031,0.00564,0.02848,0.01398,0.01929,0.00191,0.03508,0.00173,0.00832,0.00432,0.02183,0.00433,0.02045,0.00553,0.00460,0.01123,0.00412,0.01028,0.01465,0.00367,0.03054,0.01226,0.00268,0.00404,0.02412,0.00393,0.00655,0.00634,0.00393,0.00833,0.01003,0.00533,0.01486,0.00265,0.00454,0.01088,0.00599,0.01170,0.02015,0.00692,0.00523,0.00920,0.01667,0.01208,0.00348,0.02169,0.02072,0.00184,0.00930,0.00239,0.00331,0.00561,0.00290,0.00458,0.00324,0.01006,0.01332,0.01252,0.01330,0.00295,0.02169,0.01295,0.00845,0.00624,0.00668,0.02675,0.00135,0.00238,0.00770,0.02146,0.01016,0.01063,0.00607,0.00140,0.01150,0.00379,0.01133,0.00442,0.00435,0.00241,0.00445,0.02194,0.00857,0.00258,0.01767,0.00449,0.01469,0.00873,0.00152,0.02129,0.01938,0.01721,0.00544,0.00830
57,0.02488,0.01773,0.00488,0.00544,0.00756,0.00343,0.00590,0.01549,0.00966,0.01402,0.01604,0.02918,0.00597,0.00790,0.00541,0.01317,0.00270,0.01107,0.02133,0.00691,0.00945,0.00211,0.01926,0.03133,0.00268,0.00795,0.02254,0.00746,0.00744,0.02401,0.00230,0.00862,0.00768,0.00246,0.00605,0.00738,0.01117,0.00949,0.00859,0.00294,0.01247,0.00235,0.01148,0.01577,0.00768,0.01257,0.00643,0.00547,0.00516,0.00244,0.00445,0.02331,0.00215,0.01065,0.00209,0.00682,0.00206,0.00204,0.00507,0.00805,0.02705,0.00500,0.03016,0.00987,0.00381,0.02796,0.02517,0.00746,0.00163,0.00687,0.00578,0.00551,0.00290,0.00625,0.01809,0.03392,0.00808,0.02102,0.00489,0.00807,0.00250,0.00961,0.01210,0.00662,0.00477,0.00528,0.00865,0.00577,0.01592,0.01012,0.00620,0.00552,0.01633,0.00355,0.00411,0.00360,0.02163,0.00922,0.01090
59,0.02111,0.01585,0.00641,0.00898,0.01227,0.01381,0.01140,0.00862,0.00855,0.01241,0.01232,0.01702,0.01050,0.01499,0.01103,0.03231,0.00729,0.01309,0.02030,0.01058,0.00903,0.00806,0.01002,0.01390,0.00496,0.00712,0.01789,0.01201,0.00698,0.01343,0.00954,0.01044,0.00927,0.00409,0.00538,0.01627,0.01928,0.00880,0.00634,0.00760,0.01083,0.00549,0.01339,0.00584,0.00880,0.00560,0.00788,0.00829,0.00854,0.00532,0.01218,0.01272,0.00712,0.00649,0.01037,0.01080,0.00280,0.00389,0.00843,0.00312,0.01897,0.00916,0.01869,0.01285,0.00256,0.01556,0.01120,0.00806,0.00377,0.00630,0.00921,0.00538,0.00685,0.00850,0.01438,0.01067,0.01254,0.01653,0.00580,0.00682,0.00586,0.01237,0.01424,0.00650,0.00431,0.00694,0.00519,0.00898,0.00873,0.01486,0.01058,0.00777,0.00803,0.00589,0.01263,0.00838,0.01474,0.00439,0.00868
62,0.00579,0.00426,0.00218,0.00490,0.00497,0.00131,0.00865,0.02991,0.01523,0.01124,0.00243,0.01899,0.00415,0.01749,0.00579,0.04358,0.00333,0.00685,0.01125,0.00192,0.00698,0.00331,0.03942,0.01397,0.00138,0.03749,0.04231,0.00413,0.00360,0.00258,0.00227,0.00471,0.00595,0.00776,0.01752,0.01648,0.02255,0.01336,0.00728,0.00356,0.00907,0.00282,0.02941,0.01033,0.00412,0.00404,0.01252,0.00561,0.00237,0.00409,0.01712,0.00974,0.00535,0.00490,0.00109,0.00794,0.00423,0.00205,0.00213,0.00343,0.04317,0.01536,0.02125,0.02160,0.00186,0.01561,0.00556,0.00648,0.00356,0.00155,0.01485,0.00304,0.00481,0.00444,0.00611,0.00841,0.01269,0.00546,0.02606,0.00289,0.00980,0.01187,0.01575,0.00406,0.00243,0.00267,0.01561,0.00573,0.00218,0.01351,0.00709,0.00638,0.01247,0.00173,0.00508,0.01933,0.01435,0.00215,0.01980
